chapter,chain_indx,text_ar,text_en
Ablutions (Wudu') - كتاب الوضوء,"30330, 20428, 11061, 11197, 13","حدثنا أبو اليمان، قال أخبرنا شعيب، قال أخبرنا أبو الزناد، أن عبد الرحمن بن هرمز الأعرج، حدثه أنه، سمع أبا هريرة، أنه سمع رسول الله صلى الله عليه وسلم يقول ‏""‏ نحن الآخرون السابقون ‏""‏‏.‏"," Narrated Abu Huraira:                     Allah's Apostle said, ""We (Muslims) are the last (people to come in the world) but (will be) the foremost (on the Day of Resurrection)."" The same narrator told that the Prophet had said, ""You should not pass urine in stagnant water which is not flowing then (you may need to) wash in it."""
Ablutions (Wudu') - كتاب الوضوء,,"وبإسناده قال ‏""‏ لا يبولن أحدكم في الماء الدائم الذي لا يجري، ثم يغتسل فيه ‏""‏‏.‏", Narrated `Abdullah:                     While Allah's Apostle was prostrating (as stated below).
Ablutions (Wudu') - كتاب الوضوء,"30349, 30361, 20020, 11049, 11382, 16","حدثنا عبدان، قال أخبرني أبي، عن شعبة، عن أبي إسحاق، عن عمرو بن ميمون، عن عبد الله، قال بينا رسول الله صلى الله عليه وسلم ساجد ح قال وحدثني أحمد بن عثمان قال حدثنا شريح بن مسلمة قال حدثنا إبراهيم بن يوسف عن أبيه عن أبي إسحاق قال حدثني عمرو بن ميمون أن عبد الله بن مسعود حدثه أن النبي صلى الله عليه وسلم كان يصلي عند البيت، وأبو جهل وأصحاب له جلوس، إذ قال بعضهم لبعض أيكم يجيء بسلى جزور بني فلان فيضعه على ظهر محمد إذا سجد فانبعث أشقى القوم فجاء به، فنظر حتى إذا سجد النبي صلى الله عليه وسلم وضعه على ظهره بين كتفيه وأنا أنظر، لا أغير شيئا، لو كان لي منعة‏.‏ قال فجعلوا يضحكون ويحيل بعضهم على بعض، ورسول الله صلى الله عليه وسلم ساجد لا يرفع رأسه، حتى جاءته فاطمة، فطرحت عن ظهره، فرفع رأسه ثم قال ‏""‏ اللهم عليك بقريش ‏""‏‏.‏ ثلاث مرات، فشق عليهم إذ دعا عليهم  قال وكانوا يرون أن الدعوة في ذلك البلد مستجابة  ثم سمى ‏""‏ اللهم عليك بأبي جهل، وعليك بعتبة بن ربيعة، وشيبة بن ربيعة، والوليد بن عتبة، وأمية بن خلف، وعقبة بن أبي معيط ‏""‏‏.‏ وعد السابع فلم يحفظه قال فوالذي نفسي بيده، لقد رأيت الذين عد رسول الله صلى الله عليه وسلم صرعى في القليب قليب بدر‏.‏"," Narrated `Abdullah bin Mas`ud:                     Once the Prophet was offering prayers at the Ka`ba. Abu Jahl was sitting with some of his companions. One of them said to the others, ""Who amongst you will bring the Abdominal contents (intestines, etc.) of a camel of Bani so and so and put it on the back of Muhammad, when he prostrates?"" The most unfortunate of them got up and brought it. He waited till the Prophet prostrated and then placed it on his back between his shoulders. I was watching but could not do any thing. I wish I had some people with me to hold out against them. They started laughing and falling on one another. Allah's Apostle was in prostration and he did not lift his head up till Fatima (Prophet's daughter) came and threw that (camel's Abdominal contents) away from his back. He raised his head and said thrice, ""O Allah! Punish Quraish."" So it was hard for Abu Jahl and his companions when the Prophet invoked Allah against them as they had a conviction that the prayers and invocations were accepted in this city (Mecca). The Prophet said, ""O Allah! Punish Abu Jahl, `Utba bin Rabi`a, Shaiba bin Rabi`a, Al-Walid bin `Utba, Umaiya bin Khalaf, and `Uqba bin Al Mu'it [??] (and he mentioned the seventh whose name I cannot recall). By Allah in Whose Hands my life is, I saw the dead bodies of those persons who were counted by Allah's Apostle in the Qalib (one of the wells) of Badr."
Ablutions (Wudu') - كتاب الوضوء,"30388, 20005, 11279, 19",حدثنا محمد بن يوسف، قال حدثنا سفيان، عن حميد، عن أنس، قال بزق النبي صلى الله عليه وسلم في ثوبه‏.‏ طوله ابن أبي مريم قال أخبرنا يحيى بن أيوب حدثني حميد قال سمعت أنسا عن النبي صلى الله عليه وسلم‏.‏, Narrated Anas:                     The Prophet once spat in his clothes.
Ablutions (Wudu') - كتاب الوضوء,"30026, 20005, 11013, 10567, 53","حدثنا علي بن عبد الله، قال حدثنا سفيان، قال حدثنا الزهري، عن أبي سلمة، عن عائشة، عن النبي صلى الله عليه وسلم قال ‏""‏ كل شراب أسكر فهو حرام ‏""‏‏.‏"," Narrated Aisha:                     The Prophet said, ""All drinks that produce intoxication are Haram (forbidden to drink)."
Ablutions (Wudu') - كتاب الوضوء,"30213, 20005, 11172, 399",حدثنا محمد، قال أخبرنا سفيان بن عيينة، عن أبي حازم، سمع سهل بن سعد الساعدي،، وسأله الناس، وما بيني وبينه أحد بأى شىء دووي جرح النبي صلى الله عليه وسلم فقال ما بقي أحد أعلم به مني، كان علي يجيء بترسه فيه ماء، وفاطمة تغسل عن وجهه الدم، فأخذ حصير فأحرق فحشي به جرحه‏.‏," Narrated Abu Hazim:                     Sahl bin Sa`d As-Sa`idi, was asked by the people, ""With what was the wound of the Prophet treated? Sahl replied, ""None remains among the people living who knows that better than I. `Ali [??] used to bring water in his shield and Fatima used to wash the blood off his face. Then straw mat was burnt and the wound was filled with it."""
Ablutions (Wudu') - كتاب الوضوء,"20283, 20022, 11300, 11901, 41","حدثنا أبو النعمان، قال حدثنا حماد بن زيد، عن غيلان بن جرير، عن أبي بردة، عن أبيه، قال أتيت النبي صلى الله عليه وسلم فوجدته يستن بسواك بيده يقول ‏""‏ أع أع ‏""‏، والسواك في فيه، كأنه يتهوع‏.‏"," Narrated Abu Burda:                     My father said, ""I came to the Prophet and saw him carrying a Siwak in his hand and cleansing his teeth, saying, 'U' U',"" as if he was retching while the Siwak was in his mouth."""
Ablutions (Wudu') - كتاب الوضوء,"30203, 20028, 11067, 11353, 145",حدثنا عثمان، قال حدثنا جرير، عن منصور، عن أبي وائل، عن حذيفة، قال كان النبي صلى الله عليه وسلم إذا قام من الليل يشوص فاه بالسواك‏.‏," Narrated Hudhaifa:                     Whenever the Prophet got up at night, he used to clean his mouth with Siwak."
Ablutions (Wudu') - كتاب الوضوء,"30106, 20429, 11014, 18","وقال عفان حدثنا صخر بن جويرية، عن نافع، عن ابن عمر، أن النبي صلى الله عليه وسلم قال ‏""‏ أراني أتسوك بسواك، فجاءني رجلان أحدهما أكبر من الآخر، فناولت السواك الأصغر منهما، فقيل لي كبر‏.‏ فدفعته إلى الأكبر منهما ‏""‏‏.‏ قال أبو عبد الله اختصره نعيم عن ابن المبارك عن أسامة عن نافع عن ابن عمر‏.‏"," Narrated Ibn 'Umar:                      The Prophet () said, ""I dreamt that I was cleaning my teeth with a Siwak and two persons came to me. One of them was older than the other and I gave the Siwak to the younger. I was told that I should give it to the older and so I did."""
Ablutions (Wudu') - كتاب الوضوء,"30118, 20025, 20012, 11067, 11344, 400","حدثنا محمد بن مقاتل، قال أخبرنا عبد الله، قال أخبرنا سفيان، عن منصور، عن سعد بن عبيدة، عن البراء بن عازب، قال قال النبي صلى الله عليه وسلم ‏""‏ إذا أتيت مضجعك فتوضأ وضوءك للصلاة، ثم اضطجع على شقك الأيمن، ثم قل اللهم أسلمت وجهي إليك، وفوضت أمري إليك، وألجأت ظهري إليك، رغبة ورهبة إليك، لا ملجأ ولا منجا منك إلا إليك، اللهم آمنت بكتابك الذي أنزلت، وبنبيك الذي أرسلت‏.‏ فإن مت من ليلتك فأنت على الفطرة، واجعلهن آخر ما تتكلم به ‏""‏‏.‏ قال فرددتها على النبي صلى الله عليه وسلم فلما بلغت ‏""‏ اللهم آمنت بكتابك الذي أنزلت ‏""‏‏.‏ قلت ورسولك‏.‏ قال ‏""‏ لا، ونبيك الذي أرسلت ‏""‏‏.‏"," Narrated Al-Bara 'bin `Azib:                     The Prophet said to me, ""Whenever you go to bed perform ablution like that for the prayer, lie or your right side and say, ""Allahumma aslamtu wajhi ilaika, wa fauwadtu `Amri ilaika, wa alja'tu Zahri ilaika raghbatan wa rahbatan ilaika. La Malja'a wa la manja minka illa ilaika. Allahumma amantu bikitabika-l-ladhi anzalta wa bina-biyika-l ladhi arsalta"" (O Allah! I surrender to You and entrust all my affairs to You and depend upon You for Your Blessings both with hope and fear of You. There is no fleeing from You, and there is no place of protection and safety except with You O Allah! I believe in Your Book (the Qur'an) which You have revealed and in Your Prophet (Muhammad) whom You have sent). Then if you die on that very night, you will die with faith (i.e. or the religion of Islam). Let the aforesaid words be your last utterance (before sleep)."" I repeated it before the Prophet and when I reached ""Allahumma amantu bikitabika-l-ladhi anzalta (O Allah I believe in Your Book which You have revealed)."" I said, ""Wa-rasulika (and your Apostle)."" The Prophet said, ""No, (but say): 'Wanabiyika-l-ladhi arsalta (Your Prophet whom You have sent), instead."""
Bathing (Ghusl) - كتاب الغسل,"30355, 20001, 11065, 10511, 53",حدثنا عبد الله بن يوسف، قال أخبرنا مالك، عن هشام، عن أبيه، عن عائشة، زوج النبي صلى الله عليه وسلم أن النبي صلى الله عليه وسلم كان إذا اغتسل من الجنابة بدأ فغسل يديه، ثم يتوضأ كما يتوضأ للصلاة، ثم يدخل أصابعه في الماء، فيخلل بها أصول شعره ثم يصب على رأسه ثلاث غرف بيديه، ثم يفيض الماء على جلده كله‏.‏," Narrated `Aisha:                     Whenever the Prophet took a bath after Janaba he started by washing his hands and then performed ablution like that for the prayer. After that he would put his fingers in water and move the roots of his hair with them, and then pour three handfuls of water over his head and then pour water all over his body."
Bathing (Ghusl) - كتاب الغسل,"30388, 20005, 11060, 11342, 11211, 17",حدثنا محمد بن يوسف، قال حدثنا سفيان، عن الأعمش، عن سالم بن أبي الجعد، عن كريب، عن ابن عباس، عن ميمونة، زوج النبي صلى الله عليه وسلم قالت توضأ رسول الله صلى الله عليه وسلم وضوءه للصلاة غير رجليه، وغسل فرجه، وما أصابه من الأذى، ثم أفاض عليه الماء، ثم نحى رجليه فغسلهما، هذه غسله من الجنابة‏.‏, Narrated Maimuna:                     (the wife of the Prophet) Allah's Apostle performed ablution like that for the prayer but did not wash his feet. He washed off the discharge from his private parts and then poured water over his body. He withdrew his feet from that place (the place where he took the bath) and then washed them. And that was his way of taking the bath of Janaba.
Bathing (Ghusl) - كتاب الغسل,"20404, 20177, 11013, 10511, 53",حدثنا آدم بن أبي إياس، قال حدثنا ابن أبي ذئب، عن الزهري، عن عروة، عن عائشة، قالت كنت أغتسل أنا والنبي، صلى الله عليه وسلم من إناء واحد من قدح يقال له الفرق‏.‏, Narrated `Aisha:                     The Prophet and I used to take a bath from a single pot called 'Faraq'.
Bathing (Ghusl) - كتاب الغسل,"30351, 20250, 20020, 11180, 10567, 53",حدثنا عبد الله بن محمد، قال حدثني عبد الصمد، قال حدثني شعبة، قال حدثني أبو بكر بن حفص، قال سمعت أبا سلمة، يقول دخلت أنا وأخو، عائشة على عائشة فسألها أخوها عن غسل النبي، صلى الله عليه وسلم فدعت بإناء نحوا من صاع، فاغتسلت وأفاضت على رأسها، وبيننا وبينها حجاب‏.‏ قال أبو عبد الله قال يزيد بن هارون وبهز والجدي عن شعبة قدر صاع‏.‏, Narrated Abu Salama:                     `Aisha's brother and I went to `Aisha and he asked her about the bath of the Prophet. She brought a pot containing about a Sa` of water and took a bath and poured it over her head and at what time there was a screen between her and us.
Bathing (Ghusl) - كتاب الغسل,"30351, 20364, 20321, 11049, 11442, 34",حدثنا عبد الله بن محمد، قال حدثنا يحيى بن آدم، قال حدثنا زهير، عن أبي إسحاق، قال حدثنا أبو جعفر، أنه كان عند جابر بن عبد الله هو وأبوه، وعنده قوم فسألوه عن الغسل،‏.‏ فقال يكفيك صاع‏.‏ فقال رجل ما يكفيني‏.‏ فقال جابر كان يكفي من هو أوفى منك شعرا، وخير منك، ثم أمنا في ثوب‏.‏," Narrated Abu Ja`far:                     While I and my father were with Jabir bin `Abdullah, some People asked him about taking a bath He replied, ""A Sa` of water is sufficient for you."" A man said, ""A Sa` is not sufficient for me."" Jabir said, ""A Sa was sufficient for one who had more hair than you and was better than you (meaning the Prophet)."" And then Jabir (put on) his garment and led the prayer."
Bathing (Ghusl) - كتاب الغسل,"20348, 20005, 11081, 11271, 17",حدثنا أبو نعيم، قال حدثنا ابن عيينة، عن عمرو، عن جابر بن زيد، عن ابن عباس، أن النبي صلى الله عليه وسلم وميمونة كانا يغتسلان من إناء واحد‏.‏ قال أبو عبد الله كان ابن عيينة يقول أخيرا عن ابن عباس عن ميمونة، والصحيح ما روى أبو نعيم‏.‏, Narrated Ibn `Abbas:                     The Prophet and Maimuna used to take a bath from a single pot.
Bathing (Ghusl) - كتاب الغسل,"20348, 20321, 11049, 383, 871","حدثنا أبو نعيم، قال حدثنا زهير، عن أبي إسحاق، قال حدثني سليمان بن صرد، قال حدثني جبير بن مطعم، قال قال رسول الله صلى الله عليه وسلم ‏""‏ أما أنا فأفيض على رأسي ثلاثا ‏""‏‏.‏ وأشار بيديه كلتيهما‏.‏"," Narrated Jubair bin Mut`im:                     Allah's Apostle said, ""As for me, I pour water three times on my head."" And he pointed with both his hands."
Bathing (Ghusl) - كتاب الغسل,"30160, 20278, 20020, 11390, 11442, 34",حدثنا محمد بن بشار، قال حدثنا غندر، قال حدثنا شعبة، عن مخول بن راشد، عن محمد بن علي، عن جابر بن عبد الله، قال كان النبي صلى الله عليه وسلم يفرغ على رأسه ثلاثا‏.‏, Narrated Jabir bin `Abdullah:                     The Prophet used to pour water three times on his head.
Bathing (Ghusl) - كتاب الغسل,"20348, 11654, 11442, 34",حدثنا أبو نعيم، قال حدثنا معمر بن يحيى بن سام، حدثني أبو جعفر، قال قال لي جابر أتاني ابن عمك يعرض بالحسن بن محمد ابن الحنفية قال كيف الغسل من الجنابة فقلت كان النبي صلى الله عليه وسلم يأخذ ثلاثة أكف ويفيضها على رأسه، ثم يفيض على سائر جسده‏.‏ فقال لي الحسن إني رجل كثير الشعر‏.‏ فقلت كان النبي صلى الله عليه وسلم أكثر منك شعرا‏.‏," Narrated Abu Ja`far:                     Jabir bin `Abdullah said to me, ""Your cousin (Hasan bin Muhammad bin Al-Hanafiya) came to me and asked about the bath of Janaba. I replied, 'The Prophet uses to take three handfuls of water, pour them on his head and then pour more water over his body.' Al-Hasan said to me, 'I am a hairy man.' I replied, 'The Prophet had more hair than you'. """
Bathing (Ghusl) - كتاب الغسل,"20040, 20256, 11060, 11342, 11211, 17",حدثنا موسى، قال حدثنا عبد الواحد، عن الأعمش، عن سالم بن أبي الجعد، عن كريب، عن ابن عباس، قال قالت ميمونة وضعت للنبي صلى الله عليه وسلم ماء للغسل، فغسل يديه مرتين أو ثلاثا، ثم أفرغ على شماله فغسل مذاكيره، ثم مسح يده بالأرض، ثم مضمض واستنشق وغسل وجهه ويديه، ثم أفاض على جسده، ثم تحول من مكانه فغسل قدميه‏.‏," Narrated Maimuna:                     I placed water for the bath of the Prophet. He washed his hands twice or thrice and then poured water on his left hand and washed his private parts. He rubbed his hands over the earth (and cleaned them), rinsed his mouth, washed his nose by putting water in it and blowing it out, washed his face and both forearms and then poured water over his body. Then he withdrew from that place and washed his feet."
Bathing (Ghusl) - كتاب الغسل,"30170, 20241, 11243, 10535, 53",حدثنا محمد بن المثنى، قال حدثنا أبو عاصم، عن حنظلة، عن القاسم، عن عائشة، قالت كان النبي صلى الله عليه وسلم إذا اغتسل من الجنابة دعا بشىء نحو الحلاب، فأخذ بكفه، فبدأ بشق رأسه الأيمن ثم الأيسر، فقال بهما على رأسه‏.‏," Narrated `Aisha:                     Whenever the Prophet took the bath of Janaba (sexual relation or wet dream) he asked for the Hilab or some other scent. He used to take it in his hand, rub it first over the right side of his head and then over the left and then rub the middle of his head with both hands."
Bathing (Ghusl) - كتاب الغسل,"30204, 20317, 11060, 11011, 11211, 17, 61",حدثنا عمر بن حفص بن غياث، قال حدثنا أبي، حدثنا الأعمش، قال حدثني سالم، عن كريب، عن ابن عباس، قال حدثتنا ميمونة، قالت صببت للنبي صلى الله عليه وسلم غسلا، فأفرغ بيمينه على يساره فغسلهما، ثم غسل فرجه، ثم قال بيده الأرض فمسحها بالتراب، ثم غسلها، ثم تمضمض واستنشق، ثم غسل وجهه، وأفاض على رأسه، ثم تنحى فغسل قدميه، ثم أتي بمنديل، فلم ينفض بها‏.‏," Narrated Maimuna:                     I placed water for the bath of the Prophet and he poured water with his right hand on his left and washed them. Then he washed his private parts and rubbed his hands on the ground, washed them with water, rinsed his mouth and washed his nose by putting water in it and blowing it out, washed his face and poured water on his head. He withdrew from that place and washed his feet. A piece of cloth (towel) was given to him but he did not use it."
Bathing (Ghusl) - كتاب الغسل,"30418, 20005, 11060, 11342, 11211, 17, 61",حدثنا الحميدي، قال حدثنا سفيان، قال حدثنا الأعمش، عن سالم بن أبي الجعد، عن كريب، عن ابن عباس، عن ميمونة، أن النبي صلى الله عليه وسلم اغتسل من الجنابة، فغسل فرجه بيده، ثم دلك بها الحائط ثم غسلها، ثم توضأ وضوءه للصلاة، فلما فرغ من غسله غسل رجليه‏.‏," Narrated Maimuna:                     The Prophet took the bath of Janaba. (sexual relation or wet dream). He first cleaned his private parts with his hand, and then rubbed it (that hand) on the wall (earth) and washed it. Then he performed ablution like that for the prayer, and after the bath he washed his feet."
Bathing (Ghusl) - كتاب الغسل,"20164, 20156, 10535, 53",حدثنا عبد الله بن مسلمة، أخبرنا أفلح، عن القاسم، عن عائشة، قالت كنت أغتسل أنا والنبي، صلى الله عليه وسلم من إناء واحد تختلف أيدينا فيه‏.‏, Narrated Aisha:                     The Prophet and I used to take a bath from a single pot of water and our hands used to go in the pot after each other in turn.
Bathing (Ghusl) - كتاب الغسل,"30175, 20022, 11065, 10511, 53",حدثنا مسدد، قال حدثنا حماد، عن هشام، عن أبيه، عن عائشة، قالت كان رسول الله صلى الله عليه وسلم إذا اغتسل من الجنابة غسل يده‏.‏," Narrated `Aisha:                     Whenever Allah's Apostle took a bath of Janaba, he washed his hands first."
Bathing (Ghusl) - كتاب الغسل,"20296, 20020, 11180, 10511, 53",حدثنا أبو الوليد، قال حدثنا شعبة، عن أبي بكر بن حفص، عن عروة، عن عائشة، قالت كنت أغتسل أنا والنبي، صلى الله عليه وسلم من إناء واحد من جنابة‏.‏ وعن عبد الرحمن بن القاسم عن أبيه عن عائشة مثله‏.‏, Narrated `Aisha:                     The Prophet and I used to take a bath from a single pot of water after Janaba.
Bathing (Ghusl) - كتاب الغسل,"20296, 20020, 11185, 19",حدثنا أبو الوليد، قال حدثنا شعبة، عن عبد الله بن عبد الله بن جبر، قال سمعت أنس بن مالك، يقول كان النبي صلى الله عليه وسلم والمرأة من نسائه يغتسلان من إناء واحد‏.‏ زاد مسلم ووهب عن شعبة من الجنابة‏.‏," Narrated Anas bin Malik:                     The Prophet and one of his wives used to take a bath from a single pot of water. (Shu`ba added to Anas' Statement ""After the Janaba"")."
Bathing (Ghusl) - كتاب الغسل,"30171, 20256, 11060, 11342, 11211, 17",حدثنا محمد بن محبوب، قال حدثنا عبد الواحد، قال حدثنا الأعمش، عن سالم بن أبي الجعد، عن كريب، مولى ابن عباس عن ابن عباس، قال قالت ميمونة وضعت لرسول الله صلى الله عليه وسلم ماء يغتسل به، فأفرغ على يديه، فغسلهما مرتين مرتين أو ثلاثا، ثم أفرغ بيمينه على شماله، فغسل مذاكيره، ثم دلك يده بالأرض، ثم مضمض واستنشق، ثم غسل وجهه ويديه ثم غسل رأسه ثلاثا، ثم أفرغ على جسده، ثم تنحى من مقامه فغسل قدميه‏.‏," Narrated Maimuna:                     I placed water for the bath of Allah's Apostle and he poured water over his hands and washed them twice or thrice; then he poured water with his right hand over his left and washed his private parts (with his left hand). He rubbed his hand over the earth and rinsed his mouth and washed his nose by putting water in it and blowing it out. After that he washed his face, both fore arms and head thrice and then poured water over his body. He withdrew from that place and washed his feet."
Bathing (Ghusl) - كتاب الغسل,"20040, 20469, 11060, 11342, 11211, 17, 61",حدثنا موسى بن إسماعيل، قال حدثنا أبو عوانة، حدثنا الأعمش، عن سالم بن أبي الجعد، عن كريب، مولى ابن عباس عن ابن عباس، عن ميمونة بنت الحارث، قالت وضعت لرسول الله صلى الله عليه وسلم غسلا وسترته، فصب على يده، فغسلها مرة أو مرتين  قال سليمان لا أدري أذكر الثالثة أم لا  ثم أفرغ بيمينه على شماله، فغسل فرجه، ثم دلك يده بالأرض أو بالحائط، ثم تمضمض واستنشق، وغسل وجهه ويديه، وغسل رأسه، ثم صب على جسده، ثم تنحى فغسل قدميه، فناولته خرقة، فقال بيده هكذا، ولم يردها‏.‏," Narrated Maimuna bint Al-Harith:                     I placed water for the bath of Allah's Apostle and put a screen. He poured water over his hands, and washed them once or twice. (The sub-narrator added that he did not remember if she had said thrice or not). Then he poured water with his right hand over his left one and washed his private parts. He rubbed his hand over the earth or the wall and washed it. He rinsed his mouth and washed his nose by putting water in it and blowing it out. He washed his face, forearms and head. He poured water over his body and then withdrew from that place and washed his feet. I presented him a piece of cloth (towel) and he pointed with his hand (that he does not want it) and did not take it."
Bathing (Ghusl) - كتاب الغسل,"30160, 20276, 20031, 20020, 11321, 11388",حدثنا محمد بن بشار، قال حدثنا ابن أبي عدي، ويحيى بن سعيد، عن شعبة، عن إبراهيم بن محمد بن المنتشر، عن أبيه، قال ذكرته لعائشة فقالت يرحم الله أبا عبد الرحمن، كنت أطيب رسول الله صلى الله عليه وسلم، فيطوف على نسائه، ثم يصبح محرما ينضخ طيبا‏.‏," Narrated Muhammad bin Al-Muntathir:                     on the authority of his father that he had asked `Aisha (about the Hadith of Ibn `Umar). She said, ""May Allah be Merciful to Abu `Abdur-Rahman. I used to put scent on Allah's Apostle and he used to go round his wives, and in the morning he assumed the Ihram, and the fragrance of scent was still coming out from his body."""
Bathing (Ghusl) - كتاب الغسل,"30160, 20287, 20295, 11019, 19",حدثنا محمد بن بشار، قال حدثنا معاذ بن هشام، قال حدثني أبي، عن قتادة، قال حدثنا أنس بن مالك، قال كان النبي صلى الله عليه وسلم يدور على نسائه في الساعة الواحدة من الليل والنهار، وهن إحدى عشرة‏.‏ قال قلت لأنس أوكان يطيقه قال كنا نتحدث أنه أعطي قوة ثلاثين‏.‏ وقال سعيد عن قتادة إن أنسا حدثهم تسع نسوة‏.‏," Narrated Qatada:                     Anas bin Malik said, ""The Prophet used to visit all his wives in a round, during the day and night and they were eleven in number."" I asked Anas, ""Had the Prophet the strength for it?"" Anas replied, ""We used to say that the Prophet was given the strength of thirty (men)."" And Sa`id said on the authority of Qatada that Anas had told him about nine wives only (not eleven)."
Bathing (Ghusl) - كتاب الغسل,"20296, 20320, 11371, 11359, 5","حدثنا أبو الوليد، قال حدثنا زائدة، عن أبي حصين، عن أبي عبد الرحمن، عن علي، قال كنت رجلا مذاء فأمرت رجلا أن يسأل النبي صلى الله عليه وسلم لمكان ابنته فسأل فقال ‏""‏ توضأ واغسل ذكرك ‏""‏‏.‏"," Narrated `Ali:                     I used to get emotional urethral discharge frequently. Being the son-in-law of the Prophet I requested a man to ask him about it. So the man asked the Prophet about it. The Prophet replied, ""Perform ablution after washing your organ (penis)."
Bathing (Ghusl) - كتاب الغسل,"20283, 20469, 11321, 11388, 53",حدثنا أبو النعمان، قال حدثنا أبو عوانة، عن إبراهيم بن محمد بن المنتشر، عن أبيه، قال سألت عائشة فذكرت لها قول ابن عمر ما أحب أن أصبح، محرما أنضخ طيبا‏.‏ فقالت عائشة أنا طيبت رسول الله صلى الله عليه وسلم ثم طاف في نسائه ثم أصبح محرما‏.‏," Narrated Muhammad bin Al-Muntathir:                     on the authority of his father that he had asked `Aisha about the saying of Ibn `Umar (i.e. he did not like to be a Muhrim while the smell of scent was still coming from his body). `Aisha said, ""I scented Allah's Apostle and he went round (had sexual intercourse with) all his wives, and in the morning he was Muhrim (after taking a bath)."
Bathing (Ghusl) - كتاب الغسل,"20404, 20020, 11069, 11051, 11054, 53",حدثنا آدم، قال حدثنا شعبة، قال حدثنا الحكم، عن إبراهيم، عن الأسود، عن عائشة، قالت كأني أنظر إلى وبيص الطيب في مفرق النبي صلى الله عليه وسلم وهو محرم‏.‏, Narrated `Aisha:                     It is as if I am just looking at the glitter of scent in the parting of the Prophet's head hair while he was a Muhrim.
Bathing (Ghusl) - كتاب الغسل,"30349, 20025, 11065, 10511, 53",حدثنا عبدان، قال أخبرنا عبد الله، قال أخبرنا هشام بن عروة، عن أبيه، عن عائشة، قالت كان رسول الله صلى الله عليه وسلم إذا اغتسل من الجنابة غسل يديه، وتوضأ وضوءه للصلاة ثم اغتسل، ثم يخلل بيده شعره، حتى إذا ظن أن قد أروى بشرته، أفاض عليه الماء ثلاث مرات، ثم غسل سائر جسده‏.‏ وقالت كنت أغتسل أنا ورسول الله، صلى الله عليه وسلم من إناء واحد نغرف منه جميعا‏.‏," Narrated Hisham bin `Urwa:                     (on the authority of his father) `Aisha said, ""Whenever Allah's Apostle took the bath of Janaba, he cleaned his hands and performed ablution like that for prayer and then took a bath and rubbed his hair, till he felt that the whole skin of the head had become wet, then he would pour water thrice and wash the rest of the body."" `Aisha further said, ""I and Allah's Apostle used to take a bath from a single water container, from which we took water simultaneously."""
Bathing (Ghusl) - كتاب الغسل,"30401, 20452, 11060, 11011, 11211, 17, 61",حدثنا يوسف بن عيسى، قال أخبرنا الفضل بن موسى، قال أخبرنا الأعمش، عن سالم، عن كريب، مولى ابن عباس عن ابن عباس، عن ميمونة، قالت وضع رسول الله صلى الله عليه وسلم وضوءا لجنابة فأكفأ بيمينه على شماله مرتين، أو ثلاثا، ثم غسل فرجه، ثم ضرب يده بالأرض  أو الحائط  مرتين أو ثلاثا، ثم مضمض واستنشق، وغسل وجهه وذراعيه، ثم أفاض على رأسه الماء، ثم غسل جسده، ثم تنحى فغسل رجليه‏.‏ قالت فأتيته بخرقة، فلم يردها، فجعل ينفض بيده‏.‏," Narrated Maimuna:                     Water was placed for the ablution of Allah's Apostle after Janaba. He poured water with his right hand over his left twice or thrice and then washed his private parts and rubbed his hand on the earth or on a wall twice or thrice and then rinsed his mouth, washed his nose by putting water in it and then blowing it out arid then washed his face and forearms and poured water over his head and washed his body. Then he shifted from that place and washed his feet. I brought a piece of cloth, but he did not take it and removed the traces of water from his body with his hand."""
Bathing (Ghusl) - كتاب الغسل,"30351, 20262, 20475, 11013, 10567, 13","حدثنا عبد الله بن محمد، قال حدثنا عثمان بن عمر، قال أخبرنا يونس، عن الزهري، عن أبي سلمة، عن أبي هريرة، قال أقيمت الصلاة، وعدلت الصفوف قياما، فخرج إلينا رسول الله صلى الله عليه وسلم فلما قام في مصلاه ذكر أنه جنب فقال لنا ‏:‏ ‏""‏ مكانكم ‏""‏‏.‏ ثم رجع فاغتسل، ثم خرج إلينا ورأسه يقطر، فكبر فصلينا معه‏.‏ تابعه عبد الأعلى عن معمر عن الزهري‏.‏ ورواه الأوزاعي عن الزهري‏.‏"," Narrated Abu Huraira:                     Once the call (Iqama) for the prayer was announced and the rows were straightened. Allah's Apostle came out; and when he stood up at his Musalla, he remembered that he was Junub. Then he ordered us to stay at our places and went to take a bath and then returned with water dropping from his head. He said, ""Allahu-Akbar"", and we all offered the prayer with him."
